Profit,Entry Name,H1,L1,O1,C1,V1,HiLo1,H2,L2,O2,C2,V2,HiLo2,H3,L3,O3,C3,V3,HiLo3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31
1,R1 Buy,1371.6,1370.4,1371.4,1371,173,1372.85,1372.5,1371.5,1371.8,1371.5,38,1373.3,1373.7,1371.6,1373.6,1371.6,85,1373.225,0,1.9,11.18308722,7.213634562,1.121866647,1,22.31818846,0.252747253,0,50.65877393,1,0.096,-36061,22.31818846,0.380952381,1,44.97695288,80,1,43.52397715,153000,0,51.46798501,-51.92307692,0.981707317,1,5.804968273,0.39779486,1,24.56215136,Tuesday
0,R1 Buy,1381.3,1381.3,1381.3,1381.3,1,1381.725,1381.2,1381.2,1381.2,1381.2,1,1382.05,1382.1,1380.2,1380.2,1380.7,11,1382.3,0,2.6,5.066624811,14.17782355,1.40114055,1,39.8354166,0.116703297,1,59.3370114,0,0.008,-30479,39.8354166,-0.230769231,0,70.36564442,40,1,44.86959979,4500,0,59.5144287,-33.92857143,1.087431694,1,10.67979324,0.193615466,0,43.28522384,Wednesday
0,R1 Buy,1377.9,1376.9,1377.1,1377.9,12,1378.4,1377.8,1377.8,1377.8,1377.8,3,1378.625,1378.5,1378.5,1378.5,1378.5,1,1379.05,0,1,40.06024096,-93.59605911,0.879090332,1,14.38218424,0.072747253,0,48.73881592,1,0.146,-30632,14.38218424,-0.208333333,0,61.11112454,50,1,45.7667807,81500,0,49.6219212,-61.53846154,0.896551724,1,-2.299957464,0.150846113,1,21.41590476,Thursday
1,R1 Buy,1379.4,1378.5,1378.6,1379.4,15,1379.75,1379.4,1378.9,1378.9,1379.4,3,1380.1,1379.9,1378.8,1379.9,1378.8,6,1380.425,1,1.1,82.63888889,6.363636364,0.986313729,1,13.34133554,0.085714286,1,53.97752512,1,0.26,-30592,13.34133554,-0.078947368,0,76.949683,60,1,45.033831,101500,0,45.93953213,-35.8974359,0.8515625,1,8.884581651,0.406999266,1,18.86853262,Thursday
0,R1 Buy,1380.9,1380.3,1380.8,1380.3,13,1380.9,1381.1,1380.8,1380.8,1380.9,14,1380.375,1380.9,1380.5,1380.8,1380.9,3,1380.05,1,1.8,55.80524345,52.97688235,0.919629069,1,16.20139821,0.165494506,0,54.95783144,1,0.111,-30580,16.20139821,0.106382979,0,74.77961631,60,1,41.62896639,114500,1,55.46808717,-27.65957447,0.95035461,1,14.3514941,0.439723071,1,22.41167292,Thursday
0,R1 Buy,1381.3,1380.9,1381.2,1381.3,8,1381.575,1381.4,1380.6,1381.4,1381.2,6,1381.825,1382,1381.2,1381.9,1381.4,12,1381.225,1,2.5,24.9822317,44.21052632,0.844586196,1,19.73033226,0.143076923,0,58.11659643,0,0.131,-30578,19.73033226,0.222222222,0,68.89276936,60,1,39.92947446,131500,1,54.11107216,-26.31578947,1.027522936,1,18.03588344,0.426194378,0,22.85882492,Thursday
0,R1 Buy,1385.6,1381.7,1381.7,1385.3,813,1385.475,1382.9,1379.5,1379.6,1381.7,1234,1385.425,1385.3,1379,1383,1379.5,1210,1385.825,1,4.1,-17.71417095,53.91304348,1.951872721,1,33.94937099,0.036923077,1,60.57188492,1,0.023,-30764,33.94937099,0.398373984,1,69.80452995,70,1,44.82178614,163000,0,56.04979421,-30.76923077,1.026936027,1,7.803914085,0.642482058,0,33.49733771,Thursday
0,R1 Buy,1385.7,1382.3,1383.7,1385.5,1109,1386.025,1384.9,1382,1384.7,1383.6,945,1386.5,1386.4,1384.5,1385,1384.8,370,1384.075,1,2.5,-2.40410368,19.30251419,2.153398097,1,33.13091665,0.075384615,1,57.62288647,1,-0.042,-30880,33.13091665,0.174193548,1,67.11725374,20,0,54.9493873,174500,1,48.52326099,-28.57142857,0.984536082,0,10.6881972,0.553772043,1,34.67816621,Thursday
0,R1 Buy,1385,1384.6,1384.6,1385,11,1385.375,1385.4,1384.1,1384.5,1385.3,13,1385.45,1386.4,1383.6,1383.7,1384.4,1059,1385.625,1,1.4,-16.98345202,60.84186576,1.780441216,1,15.70395056,0.227912088,1,54.33788504,0,0.169,-32382,15.70395056,0.515151515,0,54.86339749,80,1,56.04562197,230000,1,47.53018621,-25.92592593,1.071729958,0,10.8118269,0.697083012,1,20.31208184,Thursday
0,R1 Buy,1385.5,1384.7,1385,1384.7,6,1385.2,1385,1384.6,1384.7,1385,12,1385.175,1384.7,1384.7,1384.7,1384.7,2,1385.175,0,0.9,-19.06936074,19.76672805,1.400931458,1,15.35843609,0.021318681,0,51.88286675,0,0.013,-32375,15.35843609,0.107142857,0,53.28537478,30,1,64.38094588,14500,1,51.77187773,-53.125,1.182857143,1,3.866676889,0.202300173,0,18.10558544,Friday
0,R1 Buy,1383.8,1383.8,1383.8,1383.8,1,1384.1,1383.7,1383.7,1383.7,1383.7,1,1384.3,1384.3,1384.3,1384.3,1384.3,1,1384.5,0,0.1,-23.52941176,7.588075881,0.81607194,1,9.342360315,0.097802198,0,48.44833234,0,-0.058,-32403,9.342360315,-0.041666667,0,52.96470575,40,1,36.20654369,70000,1,48.28502018,-30,1.025641026,0,-3.669006504,0.619148846,1,13.47448839,Friday
1,R1 Buy,1382.1,1380.9,1382.1,1381.9,33,1383.425,1383.6,1382.5,1383.3,1382.5,34,1383.9,1384.3,1383.9,1384.3,1384,7,1384.125,0,-2.8,-12.3655914,-277.7847179,0.808689568,0,11.56566263,-0.138241758,0,36.71349987,1,-0.721,-32461,11.56566263,-0.569230769,1,50.78565822,50,1,25.22674286,94500,0,43.80183347,-72.97297297,0.708333333,1,-38.10701602,0,0,15.7410586,Friday
1,R1 Buy,1384.9,1383.1,1384,1384.2,544,1385.95,1385.2,1383.6,1384.9,1384.4,796,1386.975,1385.9,1382.6,1385.5,1385.1,744,1387.975,0,-3.3,-6.324702251,-161.9946744,1.826488115,0,19.50549615,-0.17010989,0,40.87317664,1,-0.095,-32083,19.50549615,-0.438202247,1,58.85136433,40,1,51.53268319,173000,0,38.77265222,-79.22077922,0.863333333,1,-32.05231365,0,0,26.94116988,Friday
0,R1 Buy,1385.8,1385,1385.2,1385.8,25,1386.1,1385.1,1384.5,1384.9,1384.5,20,1386.35,1386.7,1383.7,1386.6,1384.8,53,1387.075,0,-1.6,-47.37410992,-90.94468918,1.53707446,0,16.89615514,-0.404175824,1,44.67164519,1,-0.368,-33564,16.89615514,-0.445783133,0,54.66640317,10,1,37.10664107,4500,0,45.97083704,-73.75,0.892018779,1,-31.54608668,0.2728193,0,19.44641915,Monday
1,R1 Buy,1386.3,1385.6,1386.3,1385.7,7,1386.325,1386.5,1385.7,1385.8,1386.5,16,1386.05,1386.3,1385.8,1385.9,1385.9,11,1385.875,0,0.1,-10.38461538,36.93595342,0.741960267,1,11.43554674,0.11010989,0,50.1651103,1,0.191,-33578,11.43554674,0.416666667,1,54.14807587,50,1,39.72442895,113000,1,45.37334163,-55.88235294,1.030927835,1,9.24952388,0.524169741,1,12.21419704,Monday
0,R1 Buy,1385.6,1385.5,1385.5,1385.5,5,1385.775,1385.6,1385.3,1385.6,1385.5,17,1386,1386,1385.6,1385.9,1385.6,7,1385.975,0,-0.5,33.33333333,2.504472272,1.100150726,1,20.06950386,0.092087912,0,47.12435502,0,-0.576,-31880,20.06950386,-0.263157895,0,60.77467095,60,1,43.00702073,71500,1,48.18136577,-27.77777778,0.910714286,1,-4.158424163,0.66405338,1,23.64409623,Tuesday
1,R1 Buy,1401.6,1400.3,1401.6,1400.3,2,1401.375,1401,1400.7,1400.7,1400.7,4,1401.775,1401.2,1400.4,1401.1,1400.4,21,1402.225,0,0.3,0.711106122,-28.47222222,1.605025551,1,29.21492418,0.081758242,0,51.83112738,1,0.103,-23566,29.21492418,0.192307692,0,63.09050126,40,1,55.04501224,3000,0,53.10565622,-68.62745098,1,1,-6.294921993,0,0,34.55638092,Thursday
